id,comentario,anotator1,anotator2,anotator3,label_final,links_post,account_post,pred_sem_instrucao,erro_sem_instrucao,pred_instrucao_manual,erro_instrucao_manual,pred_instrucao_automatica,erro_instrucao_automatica
6943,CONCORDO PLENAMENTE... PARABÉNS... AMÉM.,0,0,0,0,https://www.instagram.com/p/C5duspiJ3-_/,Carla Zambelli,0,False,0,False,0,False
4217,Povo bonito 😍,0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad,0,False,0,False,0,False
3477,Basta 4 pra fude 220 milhões de pessoas.kkkkk,1,1,1,1,https://www.instagram.com/p/C4GSKkBrziS/,Fernando Haddad,1,False,1,False,1,False
1912,"@joicehasselmannoficial é vergonha do nosso Brasil, o tiro saiu pela culatra em querida . #38 #aliancapelobrasil",0,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli,1,False,1,False,1,False
5035,"PARABÉNS PARA O JORNALISMO SERIO, PARAB3NS AL3XANDRE GARCIA!! !PARABÉNS BRASIL!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷👏🇧🇷👏👏🇧🇷👏🇧🇷🤲🇧🇷🤲🇧🇷🤲🇧🇷🔰🌻🌷🌻🌷🌻👍👍🇧🇷👏🇧🇷👏🇧🇷👏🇧🇷",0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,0,False,1,True,0,False
3938,"Vivemos no parlamentarismo ou presidencialismo, há horas que parece também o "" judicialismo""...Pobre Brasil...",0,0,0,0,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli,0,False,0,False,0,False
758,"Essa emissora está indo para o buraco , cavado por eles mesmos , não noticiam a verdade , os apresentadores se lambuzam com o próprio veneno e acontece isso ao vivo !🤢🤮",1,1,1,1,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli,1,False,1,False,1,False
3551,"Cara, você tem noção de quem ordenou essa invasão da Polonia!?!?🙁😣",0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro,0,False,0,False,0,False
525,Haddad vai pegar prisão perpétua,1,1,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli,1,False,1,False,1,False
6246,"@edinalepechak oxe, acho que vc respondeu pra pessoa errada, eu sou Bolsonaro ontem, hoje e sempre🇧🇷🇧🇷🇧🇷",0,0,0,0,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro,0,False,0,False,0,False
4692,Estamos precisando do DEPUTADO FLÁVIO BOLSONARO 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0,0,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,0,False,0,False,0,False
6945,"Parabéns Tarcísio, você é o melhor governador de são Paulo até hj, que Deus abençoe sua vida, são Paulo seráo melhor estado do Brasil",0,0,0,0,https://www.instagram.com/p/C5duspiJ3-_/,Carla Zambelli,0,False,0,False,0,False
338,Esse bolha falador de merdas já passou dos limites so5de ter nascido. 💩,1,1,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,1,False,1,False,1,False
3535,Candidato a embaixador comemorando o massacre que a Alemanha nazista fez quando invadiu a Polônia.,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro,0,False,0,False,0,False
1107,Ridiculo esse senhor,1,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila,1,False,1,False,1,False
4563,Deus é contigo ministra anjos estão guerreando por ti. 🙏🙏,0,0,0,0,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli,0,False,0,False,0,False
1925,"A Joyce só pode estar ""surtando""!!! 😱😱😱",1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli,0,True,1,False,1,False
3096,"Infelizmente o governo mundial olha e faz cara de foda-se . Eles não ligam , eles não se importam. APENAS. 🤭🤦🏻‍♀️😥",1,0,1,1,https://www.instagram.com/p/B2xPpppAUaN/,Manuela d'Ávila,1,False,1,False,1,False
5256,Ainda vai ser nosso presidente se Deus quiser sinto que és um homem de de bem,0,0,0,0,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad,0,False,0,False,0,False
2784,Pelo amor de Deus. Essa garota não é nada. E a mosca da bosta do cavalo de Dom Pedro II.,1,1,1,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,1,False,1,False,1,False
4891,Viva Freire!!!!,0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad,0,False,0,False,0,False
6550,"@paulorobertoalbuquerqueoliv , prezado, tu ainda está nesse viagem?",0,0,0,0,https://www.instagram.com/p/CzoNkn1MX4n/,Manuela d'Ávila,0,False,0,False,0,False
356,E um viva à esquerdalha!!!!!!,1,0,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,1,False,0,True,1,False
2387,"Que esse coronelzinho seja responsabilizado e devidamente penalizado. Criatura desprezível, coronel de 💩.",1,0,1,1,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann,1,False,1,False,1,False
929,"A esquerda além de tudo, é invejosa!🤣",1,1,1,1,https://www.instagram.com/p/B4K2nvnF3cE/,Eduardo Bolsonaro,1,False,1,False,0,True
2925,"Esses traíras, só pendurando pelas bolas e deixar lá, até encostar no chão....🤦‍♂️",1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann,1,False,1,False,1,False
5105,👏👏👏 é isso que tá faltando em quem votou nesse Sr. bom senso para reconhecer o erro. Que não foi pequeno.,0,0,0,0,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila,0,False,0,False,0,False
239,E quando recebeu dinheiro ilegal de propina e portanto de nossos impostos suados? Hipócrita.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,1,False,1,False,1,False
4011,E aí você descobre que uma adolescente de 16 anos tem um discurso mais maduro intelectualmente e contributivo para o mundo do que o presidente do seu país.,0,0,0,0,https://www.instagram.com/p/B2xPpppAUaN/,Manuela d'Ávila,0,False,0,False,0,False
1885,"Dupla personalidade... ou desequilibrada mesmo... 3, 2, 1... hauahuahaua",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli,0,True,1,False,1,False
946,Podre. Só lembro daquele bandido que falava pro repórter : morre! Diabo!,1,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila,1,False,1,False,1,False
6183,Mais mulheres na política 👏,0,0,0,0,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila,0,False,0,False,0,False
2669,Que podre!!!!!@joicehasselmannoficial cada dia se afunda mais... sai enquanto é tempo. Para que está horrível.,1,1,0,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,1,False,1,False,1,False
5021,Só rezo e acredito🙏,0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,0,False,0,False,0,False
6662,VIVA Á DEMOCRACIA,0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann,0,False,0,False,0,False
428,"Certeza q a esquerda eh doente. Apoio a maduro, Cristina. Só pode ser doença",1,1,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,1,False,0,True,0,True
4176,👏👏👏👏👏👏🇧🇷 o Brasil precisa de NÓS ❤️,0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad,0,False,0,False,0,False
5460,Tá apaixonada? Vira o disco😂,0,0,1,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
629,"Que absurdo isso, cadeia para esses fdp ninguém coloca limites ne... raça dos infernos, quabdo morrerem vão tudo queimar no inferno essas pragas.",1,1,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli,1,False,1,False,1,False
262,Cara horrorosa dessa senhora,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,1,False,1,False,1,False
6513,Aquí e brasil 🇧🇷 🇧🇷🇧🇷🇧🇷🇪🇸🇪🇸🇪🇸,0,0,0,0,https://www.instagram.com/p/C4J-1kor5gc/,Eduardo Bolsonaro,0,False,0,False,0,False
6069,"Lamentável, deste jeito, 2022 não vai dar pra vc",0,0,0,0,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,1,True,0,False,0,False
3131,Deveriam fazer um compilado de fake news só da Globo; criar um site só para isso!,0,1,1,1,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli,1,False,1,False,1,False
4241,🤣🤣🤣🤣🤣🤣 Mais uma com coragem que apenas falou a verdade 🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0,0,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli,0,False,0,False,0,False
1215,"Que terror! Meu Deus que desumanidade!!! Como um homem desse ainda é ouvido por alguém!? Como alguem ainda ousa contratar seus ""servicos"" de jornalista ainda!? Só alguém q é igual a ele, alguém asqueroso, desumano e cristofobico! 😡😡",1,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli,1,False,1,False,1,False
4420,2 pessoas super inteligentes...,0,0,0,0,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad,0,False,1,True,0,False
1519,LSN NESSA CORJA DE VAGABUNDOS,1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,1,False,1,False,1,False
5700,Respeitem aqueles que saem todos os dias de casa pra nos defender. Respeitem a policia brasileira.,0,0,0,0,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann,0,False,0,False,0,False
1063,"@maisa vamos tesouro, ñ se misture com essa gentalha 🥺",1,1,0,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila,1,False,1,False,1,False
2331,Parabéns Benedita...esse canalha precisa ser punido!,0,1,1,1,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann,1,False,1,False,1,False
709,"Enquanto um protege nossas riquezas, o outro se preocupa com o cú alheio",1,0,1,1,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad,1,False,1,False,0,True
649,"Para que tanta inveja Muié, o povo tem que manifestar mesmo para provar que Bolsonaro é mais amado que o *L* o persona non grata, aceita que dói menos tá?",1,1,1,1,https://www.instagram.com/p/B2xPpppAUaN/,Manuela d'Ávila,0,True,0,True,1,False
2073,Que merda esse homem ñ faz nada pra melhor so fera com nos trabalhadores,1,0,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
3199,EXISTE UMA LINGA TÊNUE ENTRE O ENGRAÇADO E O PATÉTICO.,1,0,1,1,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad,1,False,1,False,1,False
3893,E ele sabe onde fica Roraima?,0,0,0,0,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,False,0,False,1,True
4292,@bolsonarosp não perco por nada! 🔥,0,0,0,0,https://www.instagram.com/p/B4K2nvnF3cE/,Eduardo Bolsonaro,0,False,1,True,0,False
113,"Pois é, nojenta!!",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,0,True,1,False,1,False
1036,"Ele ainda ri, é um imoral",1,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila,1,False,1,False,1,False
1480,Essa porra eh o diabo,1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,1,False,1,False,1,False
3794,Você. Não. Está. Sozinho. Seguro firme a sua mão. 💓💓💓💓💓💓💓💓,0,0,0,0,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad,0,False,0,False,0,False
6737,"Parabéns, a verdade sempre aparece 🙌🙌🙌🙌",0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro,0,False,0,False,0,False
4203,Lula livre para o bem da nação,0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad,0,False,0,False,0,False
1740,"E o PSL como sempre, envolvido das atrocidades .",0,1,1,1,https://www.instagram.com/p/B4dWN3rgBNx/,Manuela d'Ávila,1,False,0,True,1,False
6973,Aonde esta mesa de negociação da carreira dos servidores federais da educação?,0,0,0,0,https://www.instagram.com/p/C4GSKkBrziS/,Fernando Haddad,0,False,0,False,0,False
5659,Janaína tem razão...,0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
632,Até quando o STF vai trabalhar contra o país?,0,1,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli,0,True,0,True,0,True
2671,"A população está se lixando para opinião da imprensa internacional, deputada. É uma pirralha mimada patrocinada por esquerdopatas inescrupulosos com objetivos escusos que ficaram milionários. O presidente da República tem razão",1,1,1,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,1,False,1,False,1,False
3591,"Lindos, parabéns👏👏👏👏 amo❤️",0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro,0,False,0,False,0,False
3109,ESTÁ AÍ EU JÁ NÃO ASSISTO FAZ TEMPO. MUITO DEBOCHADA.NÃO DÁ MAIS GLOBO TÔ FORA.,1,0,1,1,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli,1,False,1,False,1,False
3919,Lei da mordaça,0,1,0,0,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli,1,True,1,True,1,True
69,"Vagabunda,Ordinária",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,1,False,1,False,1,False
3332,@lusilenegaspargaspar O RIVOTRIL SENHORA ESQUECEU MESMO 😂😂😂😂😂,1,0,1,1,https://www.instagram.com/p/C5ZLiSBPgFa/,Gleisi Hoffmann,1,False,1,False,1,False
6995,Que o Senhor Jesus esteja com vocês dando sabedoria e proteção 🙌,0,0,0,0,https://www.instagram.com/p/C5rDlbTPTJq/,Eduardo Bolsonaro,0,False,0,False,0,False
1773,Deus nos livre desse mal!!!,1,1,0,1,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad,1,False,1,False,1,False
4935,"Por um lado eu acho desnecessário ficar um atacando o outro, MAS por outro lado acho necessário, pois SÓ assim ficamos sabendo o que a passa nos """" bastidores """".",0,0,0,0,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli,1,True,0,False,0,False
5023,"Alexandre, excelente seus comentários, com objetividade e poucas palavras você contribuí com informações importantes para o povo brasileiro. Parabéns e obrigado! Abs!",0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,0,False,0,False,0,False
3056,Deveriam ser presos esses pretalhas!!,1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann,1,False,1,False,1,False
3754,Professor estamos contigo nós te amamos.,0,0,0,0,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad,0,False,0,False,0,False
3117,Como confiar em uma emissora que de todas as formas quer acabar com o governo e consequentemente com o país. Triste. Eles se perdem na própria mentira.,0,1,1,1,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli,1,False,1,False,1,False
2423,Cadeia nessi mizeravel disgrasado que feis isso aí esse disgrasado estava aí si amostrando o dominador momtrando a todos nós negros incruindo eu um cara maldito esse cara estava demostrando ali naquele momento a guria dele comtra nois negros desse país,1,1,1,1,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann,1,False,1,False,1,False
4619,"Que absurdo fizeram com ela,o Brasil precisa de você,e está fazendo um ótimo trabalho,indo atrás de pedófilos que estupram até bebês.",0,0,0,0,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli,1,True,1,True,1,True
4481,Que vontade de dar um abraço nos dois! ❤️,0,0,0,0,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad,0,False,0,False,0,False
3313,"A Gente Sabe, Quem Realmente Deu O Golpe Seu verme",1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad,1,False,0,True,1,False
2063,"Rebentado a gente, foi para isso que colocamos vc aí, vai acaba com nós pobres.",1,0,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,0,True,1,False
5174,"Em uma pessoa só é possível sentir o peso da representatividade. Estou admirado pela força, inteligência e beleza dessa mulher. Merecido título que realmente mudará algo no mundo",0,0,0,0,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila,0,False,0,False,0,False
1030,Ele já foi caduco....há uns 10 anos atrás!!agora tá passando dos limites total!!!,1,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila,1,False,1,False,1,False
6019,Quando era amiguinha do presidente não fazia essas coisas.,0,1,0,0,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,0,False,1,True,1,True
2462,Um bando babacas dizendo Deus no comando...Direita hipocrita e safada...,1,1,1,1,https://www.instagram.com/p/B5TOC02JF6X/,Joice Hasselmann,1,False,1,False,1,False
6146,"@silvio.torres.77 Era do PL, hoje estava no União Brasil.",0,0,0,0,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila,0,False,0,False,1,True
3593,Me orgulho de ver estes garotos,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro,0,False,0,False,0,False
5522,"Dra Janaína sou seu fã, é verdade ou ilação o comentário do filho do Presidente, se vocês não falam e nem alertam? Alguém tem que ter coragem para falar o óbvio.😎",0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
1477,Não vou acionar o áudio porque não aguento a voz e o conteúdo dito pelo carniça.,1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,0,True,0,True,1,False
6974,"Meu ministro, com todo respeito a sua caminhada, mas o que ta acontecendo com a dívida interna do país? Porquê esse salto?",0,0,0,0,https://www.instagram.com/p/C4GSKkBrziS/,Fernando Haddad,0,False,0,False,0,False
1090,Ainda aplaudem uma carniça dessas...,1,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila,1,False,1,False,1,False
1462,Esse homem é o demônio,1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,1,False,1,False,1,False
1947,@bolsonarosp o câncer do noblat sempre fala no blog dele tic tac sobre a chata da Marielle !envolvendo vocês,1,1,1,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,1,False,1,False,1,False
3876,"Se nossos hermanos precisassem vir para cá, teria sido na época atual do Macri, primeiramente. Agora, se quiserem vir mesmo, nós gaúchos os receberemos de portas e porteiras abertas.",0,0,0,0,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,False,0,False,0,False
2862,Não suporto mais tantas asneiras e imbecilidade desse estúpido. Acorda Brasil do sono da ignorância Ninguém solta a mão de ninguém. #LULAÉINOCENTE #LULALIVREJÁ #CADÊAPROVA? #EusouLula Recife PE Lula foi e sempre será o melhor e honesto presidente do Brasil e único Presidente que fez pelo povo Brasileiro o que nenhum outro presidente quiz fazer e pelo Brasil. Ninguém solta a mão de ninguém.,1,1,1,1,https://www.instagram.com/tv/B09BRCjB_gV/,Gleisi Hoffmann,1,False,1,False,1,False
1825,Dois mmmm farinhas do mesmo saco,1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli,1,False,1,False,1,False
5725,Que discurso emocionante! Parabéns Benedita 👏👏👏,0,0,0,0,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann,0,False,0,False,0,False
5573,"Vocês estão fazendo tempestade em copo de água. Vc postando isto, também está dando munição para oposição. Pensa bem 🤔",0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
4352,Wawww 👏👏👏👏 já vou fazer a reserva no camarote,0,0,0,0,https://www.instagram.com/p/B4K2nvnF3cE/,Eduardo Bolsonaro,0,False,0,False,0,False
6392,Só mulheres batalhadoras e abençoada por Deus. Trabalham muito para o bem do nosso Brasil.,0,0,0,0,https://www.instagram.com/p/C5QuPgVxEbq/,Gleisi Hoffmann,0,False,0,False,0,False
4361,Cadê a Damaris que não se posiciona? 😂😂😂😂😂,0,0,0,0,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila,0,False,1,True,0,False
3341,O pior Econômica. Vocês vão quebrar o Brasil,1,0,1,1,https://www.instagram.com/p/Cy56zeNLzPE/,Fernando Haddad,1,False,1,False,1,False
2601,Vc e a Greta: duas oportunistas,1,1,0,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,0,True,0,True,0,True
1165,"Um babaca desse tipo tem a responder um processo sinistro, tirar até as cuecas de um miserável ordinário desses.",1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli,1,False,1,False,1,False
5566,Por que você não pede consultoria pra ela te ensinar a fazer política?,0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
188,É comunista! Voces acham que ela não é igual ao ladrões do pt?,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,1,False,1,False,1,False
851,"Parabéns, ex presidente inelegível. Quem sabe no seu próximo aniversário vai comemorar na Papuda. 😂😂😂",1,1,1,1,https://www.instagram.com/p/C4xe8v1L1WE/,Eduardo Bolsonaro,1,False,0,True,1,False
4560,"Parabéns, mulher de verdade!",0,0,0,0,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli,0,False,0,False,0,False
4720,Sigamos em frente! Jamais desistiremos!,0,0,0,0,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,0,False,0,False,0,False
5186,"Minha mulher é negra e ela também é muito bonita. Cor é um detalhe do mundo da beleza, seja negra, branca, amarela ou jambo.",0,0,0,0,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila,0,False,0,False,0,False
1507,Luladrão é o encardido! Esse cara é insuportável e não desiste! Louco! Ridículo!,1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,1,False,1,False,1,False
4801,Gostoso te amo,1,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad,0,False,0,False,0,False
6767,"Que isso glr, vcs n sabem conversar sem ofender?",0,0,0,0,https://www.instagram.com/p/Cyl2yBqxhOV/,Fernando Haddad,0,False,0,False,0,False
3970,Dos deputados e senadores que votaram a favor das #fakenews o @flaviobolsonaro foi um deles?,0,0,0,0,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli,0,False,0,False,0,False
420,Fora bozzolino! Christina vamos a volver✌✌✌,1,0,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,True,0,True,1,False
4128,"Pelamor, se juntem pra fazer algo pela ciência e educação nesse país",0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad,0,False,0,False,0,False
5827,Parabéns companheira,0,0,0,0,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann,0,False,0,False,0,False
1662,Isso é pastor do demônio,1,1,1,1,https://www.instagram.com/p/B4dWN3rgBNx/,Manuela d'Ávila,1,False,1,False,1,False
7000,"Agradecer a Deus por colocar esses anjos para defender o povo honesto do Brasil, estamos juntos nessa luta, povo unido.Vomos nos unir em oração para que Deus proteja vocês.",0,0,0,0,https://www.instagram.com/p/C5rDlbTPTJq/,Eduardo Bolsonaro,0,False,0,False,0,False
2201,Podia deixar o cara em paz. Inveja da peste. Mágoa reprimida.,1,0,1,1,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,1,False,1,False,1,False
6823,"Minha neta de 20 anos leu ano passado e me recomendou, ela contou que se emocionou com esse livro! Vou ler também!",0,0,0,0,https://www.instagram.com/p/C4B30QfviwY/,Manuela d'Ávila,0,False,0,False,0,False
4813,Esta foto é demais. Dois grandes mestres .❤️❤️❤️❤️👏👏👏,0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad,0,False,0,False,0,False
135,Ta com pena? Devolve a propina,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,1,False,0,True,1,False
2065,"Tomem trouxas , trabalhominions",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
10,"Quem tem pena é galinha, mas ela é uma VACA LOUCA.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,1,False,1,False,1,False
1637,"Quando a gente acha que uma pessoa não consegue ser mais zé ruéla do que já é, vem o cara e se supera.",1,1,1,1,https://www.instagram.com/p/B4dWN3rgBNx/,Manuela d'Ávila,0,True,1,False,1,False
4532,Isso é um tipo de violência contra a MULHER MINISTRA DAMARES. Tem q ser tomada uma providência.,0,0,0,0,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli,0,False,1,True,1,True
4640,Deus es contigo ministra!,0,0,0,0,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli,0,False,0,False,0,False
1943,"Cortei inúmeras páginas que não é oficial, tem comunista que entra nesses grupos que fazem campanha até para não comer carne, é bom aí sobra e os produtores exportam mais ,E a greve segunda feira?.",1,1,0,1,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,1,False,1,False,1,False
6070,Não sei se com 16 anos a Greta tem a mesma experiência de Amazônia que nosso presidente!!! Uma criança sempre sensibiliza a opinião pública neh?!? Acho de mau gosto usar este tipo de sentimento para fazer politicagem!!! Opinião minha!!! Respeitem nosso PRESIDENTE!!!,0,1,0,0,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,0,False,0,False,0,False
4768,Orgulho de ter votado em você❤️,0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad,0,False,0,False,0,False
6232,@_rodrigobrazz Então como é curioso veio comentar kkkkkkk ajuda aí Zé 😂😂😂😂😂😂😂,0,0,0,0,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro,0,False,1,True,1,True
3818,"Dá-lhe Cristina, dá-lhe Manu... Lula livre já👏❤️",0,0,0,0,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,False,0,False,0,False
2189,Cabra safado. vai se fuder.,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
3236,@ed.biel vdd pq são uns vendidos,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro,0,True,0,True,1,False
4025,Cuidado para não comprarmos pautas colonizadas com patrocínios por trás!,0,1,0,0,https://www.instagram.com/p/B2xPpppAUaN/,Manuela d'Ávila,0,False,1,True,0,False
6241,Excelentíssimo Sr. Bolsonaro o melhor presidente dos últimos tempos. Os PATRIOTAS ti Ama.,0,0,0,0,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro,0,False,0,False,0,False
4447,Adoro!!!👍😍💋❤👏,0,0,0,0,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad,0,False,0,False,0,False
5701,"Parabéns deputada pela sua fala, brilhante intervenção no plenário, uma voz firme quantra o preconceito. E viva o dia da concorrência negra.",0,0,0,0,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann,0,False,0,False,0,False
